,KrugerLowerSabie2022-A1,KrugerLowerSabie2022-A2,KrugerLowerSabie2022-A3,KrugerLowerSabie2022-A4,KrugerLowerSabie2022-A5,KrugerLowerSabie2022-A6,KrugerLowerSabie2022-A7,KrugerLowerSabie2022-A9,KrugerLowerSabie2022-A8,KrugerLowerSabie2022-A10,KrugerLowerSabie2022-B6,KrugerLowerSabie2022-B5,KrugerLowerSabie2022-B4,KrugerLowerSabie2022-B2,KrugerLowerSabie2022-B3,KrugerLowerSabie2022-B1,KrugerLowerSabie2022-A11,KrugerLowerSabie2022-A12,KrugerLowerSabie2022-A13,KrugerLowerSabie2022-B9,KrugerLowerSabie2022-B10,KrugerLowerSabie2022-B11,KrugerLowerSabie2022-B12,KrugerLowerSabie2022-B13,KrugerLowerSabie2022-B14,KrugerLowerSabie2022-B16,KrugerLowerSabie2022-B17,KrugerLowerSabie2022-A14,KrugerLowerSabie2022-A15,KrugerLowerSabie2022-A16,KrugerLowerSabie2022-B18,KrugerLowerSabie2022-B19,KrugerLowerSabie2022-A18,KrugerLowerSabie2022-A17,KrugerLowerSabie2022-A19,KrugerLowerSabie2022-A20,KrugerLowerSabie2022-B20,KrugerLowerSabie2022-B22,KrugerLowerSabie2022-B23,KrugerLowerSabie2022-A22,KrugerLowerSabie2022-B25,KrugerLowerSabie2022-A23,KrugerLowerSabie2022-A24,KrugerLowerSabie2022-A25,KrugerLowerSabie2022-B26,KrugerLowerSabie2022-B27,KrugerLowerSabie2022-A26,KrugerLowerSabie2022-A27,KrugerLowerSabie2022-A28,KrugerLowerSabie2022-A30,KrugerLowerSabie2022-A29,KrugerLowerSabie2022-B30,KrugerLowerSabie2022-B28,KrugerLowerSabie2022-B8,KrugerLowerSabie2022-B7
0,0.05041101574897766,0.050519909709692,0.050517454743385315,0.05002084746956825,0.05050051957368851,0.05024964362382889,0.05078420788049698,0.052000001072883606,0.05022580921649933,0.050999999046325684,0.050061386078596115,0.050567880272865295,0.0508236326277256,0.05000000074505806,0.05000000074505806,0.05080316960811615,0.06700000166893005,0.05018092691898346,0.05031159147620201,0.05255790427327156,0.05067821219563484,0.06599999964237213,0.05073694512248039,0.050133805721998215,0.050999999046325684,0.05000000074505806,0.050066567957401276,0.050392407923936844,0.05031164735555649,0.05316717177629471,0.050109025090932846,0.05008702352643013,0.05075718089938164,0.050343211740255356,0.05022231861948967,0.050165023654699326,0.050097279250621796,0.05042654648423195,0.05119870603084564,0.05176343023777008,0.05162355303764343,0.07712087035179138,0.09256671369075775,0.05002551153302193,0.0513906329870224,0.05006391182541847,0.05014771595597267,0.050150685012340546,0.06117647513747215,0.05703926086425781,0.05036352947354317,0.05000000074505806,0.05023246258497238,0.0500045120716095,0.050367388874292374
25,0.05544961616396904,0.18815156072378159,0.24548322707414627,0.0539756678044796,0.16538965702056885,0.05350892059504986,0.051945410668849945,0.09212308377027512,0.06471505761146545,0.1432211622595787,0.05358813423663378,0.057408591732382774,0.06735159456729889,0.11453140154480934,0.06635553017258644,0.06716638803482056,0.17000000178813934,0.056120097637176514,1.217115193605423,0.15321997925639153,0.061472054570913315,0.25442081689834595,0.07801132649183273,0.05577955488115549,0.08250836096704006,0.07199999690055847,0.0624126810580492,0.059163820929825306,0.061486974358558655,0.14000000059604645,0.11556462571024895,0.06056622043251991,0.05174766480922699,0.0688185878098011,0.1716737002134323,0.052491363137960434,0.06737940385937691,0.09600000083446503,0.08170320838689804,0.054733273573219776,0.12142187356948853,0.20292004197835922,0.2003040909767151,0.055408273823559284,0.0649411529302597,0.055193811655044556,0.05196867976337671,0.052745651453733444,0.21115997061133385,0.19011950865387917,0.14896365627646446,0.06676764413714409,0.05651895981281996,0.053784389048814774,1.5824117064476013
50,0.06083530932664871,0.24450000375509262,0.3120666444301605,0.05866994336247444,0.23726154118776321,0.05799775943160057,0.05467275530099869,0.12161409109830856,0.07715894281864166,0.20738300681114197,0.0573422834277153,0.06777088344097137,0.10650717467069626,0.17192378640174866,0.09200000017881393,0.09484086185693741,0.29600000381469727,0.06304370611906052,2.0929306745529175,0.23973745852708817,0.07374951243400574,0.3172798752784729,0.10763474926352501,0.06136206351220608,0.10684313625097275,0.08966955170035362,0.07491794973611832,0.08009866252541542,0.08154330030083656,0.19792310893535614,0.15494301915168762,0.07886692136526108,0.05620535835623741,0.08532670512795448,0.2324094995856285,0.05575098097324371,0.08521866798400879,0.1823721081018448,0.12200000137090683,0.05896616540849209,0.1640092134475708,0.25486093759536743,0.25396034121513367,0.06329915672540665,0.07877809554338455,0.06229919195175171,0.05408674292266369,0.06023076921701431,0.26455825567245483,0.2683660238981247,1.2480644583702087,0.08355210348963737,0.0626840591430664,0.05722813867032528,3.1783851385116577
75,0.06773573160171509,0.30043259263038635,0.40578511357307434,0.06274864077568054,0.29125000536441803,0.07164029404520988,0.05694417655467987,0.14870739728212357,0.10033290833234787,0.2666481137275696,0.06181918736547232,0.08149934001266956,0.16598035395145416,0.2228933796286583,0.1266288161277771,0.12465780973434448,0.3409999907016754,0.07157342880964279,2.6029999256134033,0.3157559335231781,0.09227134846150875,0.375,0.14364968612790108,0.06853203289210796,0.1367567852139473,0.1095207966864109,0.09526383876800537,0.11209020018577576,0.10919167660176754,0.24082866311073303,0.2052067145705223,0.1198069304227829,0.10902606695890427,0.11591319739818573,0.29499998688697815,0.057308129966259,0.11551526188850403,1.0621203184127808,0.17861635982990265,0.06970677711069584,0.23450783267617226,0.30600930750370026,0.34203869104385376,0.09113985113799572,0.0989999994635582,0.07173765450716019,0.05894803162664175,0.06982573866844177,0.3217853978276253,0.334870882332325,1.7336266934871674,0.10192905366420746,0.07078757882118225,0.06014806404709816,3.959690511226654
98,0.12253257632255556,0.39553999483585345,0.5011915445327759,0.07870050609111787,0.38493125438690184,0.10169050455093384,0.05928774178028107,0.2576599079370495,0.38024536609649606,0.38678590655326844,0.0799788725376129,0.1065987324714661,0.32475944876670837,0.38089999437332156,0.21219743907451652,0.18263772130012504,0.39820000529289257,0.09889830708503725,2.91805362701416,0.4619261544942856,0.1420883002877235,0.45203390479087835,0.20444496423006056,0.08393590673804277,0.2248160335421561,0.17182738333940506,0.1643328511714934,0.16469586372375483,0.16223323255777358,0.32868524312972996,0.29945775866508484,0.22169180452823642,0.14922311842441557,0.19297390282154073,0.47529998779296867,0.11741152554750445,0.20344365656375885,1.2134213733673094,0.27862936735153193,0.49320694565772977,0.44462017416954036,0.4014029097557068,0.44480386972427377,0.23636243939399523,0.1522955965995789,0.5662471795082092,0.13270408585667615,0.10897073149681093,0.4126139253377914,0.4376821672916411,2.3277977609634397,0.16834585696458818,0.13703770488500672,0.07003987804055213,4.33794939994812
100,0.1518157720565796,0.4320000112056732,0.5405061841011047,0.09116314351558685,0.4487961530685425,0.10314404964447021,0.05949153006076813,0.5424439311027527,0.5278559327125549,0.516739547252655,0.12516066431999207,0.12459124624729156,0.3474031388759613,0.4410000145435333,0.35199999809265137,0.20069223642349243,0.5490000247955322,0.1171426773071289,3.154421329498291,0.6020500063896179,0.19893115758895874,0.5067395567893982,0.21967588365077972,0.09054022282361984,0.2530890107154846,0.2066139429807663,0.5242551565170288,0.19694678485393524,0.1934109479188919,0.5216403007507324,0.39298203587532043,0.5523996949195862,0.15271851420402527,0.31578123569488525,0.7826176285743713,0.12185028940439224,0.5109626650810242,1.2527775764465332,0.3059999942779541,0.612130343914032,0.5694444179534912,0.4441951513290405,0.4740000069141388,0.5562405586242676,0.5253241062164307,0.6053133606910706,0.16758768260478973,0.11672928929328918,0.5332842469215393,0.47102442383766174,2.5857131481170654,0.6159999966621399,0.6202608942985535,0.07211201637983322,4.587136268615723
mean,0.06584146618843079,0.24404631555080414,0.31534287333488464,0.059457384049892426,0.2305154949426651,0.06465668231248856,0.05476761609315872,0.12751981616020203,0.0948139950633049,0.20985372364521027,0.05905446037650108,0.070950448513031,0.13109110295772552,0.17937606573104858,0.10117258131504059,0.09954166412353516,0.2634868919849396,0.06556500494480133,1.7890124320983887,0.24473333358764648,0.07940064370632172,0.3037741482257843,0.1133761778473854,0.06294143199920654,0.11531209200620651,0.09428839385509491,0.08508846908807755,0.08843594044446945,0.08961210399866104,0.19436417520046234,0.16113099455833435,0.0998159870505333,0.08409096300601959,0.09686190634965897,0.24127987027168274,0.06064847484230995,0.09816276282072067,0.4975600838661194,0.13272275030612946,0.1062941774725914,0.188916876912117,0.25538429617881775,0.268850713968277,0.08569137006998062,0.08942454308271408,0.08598411828279495,0.06143498420715332,0.06443200260400772,0.2619103491306305,0.2603853642940521,1.055047869682312,0.09126818925142288,0.07573394477367401,0.05736549198627472,2.590589761734009
std,0.017480142414569855,0.0811971053481102,0.11047037690877914,0.00698646018281579,0.08262672275304794,0.01604880765080452,0.0031904284842312336,0.05656817927956581,0.07314619421958923,0.08483647555112839,0.00898385513573885,0.015946630388498306,0.07661032676696777,0.07771141827106476,0.04423932731151581,0.03592030704021454,0.0901385247707367,0.012886099517345428,0.9330955147743225,0.103396475315094,0.025640401989221573,0.09423685073852539,0.04289952293038368,0.0089756790548563,0.04362695291638374,0.03139299154281616,0.04470905661582947,0.032707251608371735,0.03265611454844475,0.06906680017709732,0.06165105476975441,0.059884700924158096,0.04066039249300957,0.04059722647070885,0.10030316561460495,0.018421780318021774,0.0486619658768177,0.47070959210395813,0.061174217611551285,0.15265533328056335,0.09660222381353378,0.07636871188879013,0.09049759060144424,0.07404641062021255,0.04894862323999405,0.10513151437044144,0.023240162059664726,0.015216339379549026,0.08249711990356445,0.09509987384080887,0.7715942859649658,0.05697598680853844,0.08163396269083023,0.005057696718722582,1.5627363920211792
