,featureid,id,coverherb_0m,coverherb_5cm,cover_0m,cover_5cm,Plot #,Letter,GPS #,Date Harvested,Site,% Cover,Height 1,Height 2,Height 3,Height 4,Dry Weight (g),Location,Tree Species,DPM,0,25,50,75,98,100,mean,std,nlayers,gapsize,maxpeakh,ptoh,cscore,FHD,VDR,VDRpeak,meanpeakh,stdpeakh,cvpeakh,herbh,PAIsum_0m,PAIsum_5cm,PAIsum_0mto1p5m,PAIsum_5cmto1p5m,PAImean_0mto1p5m,PAImean_5cmto1p5m,log(DryWeight)
31,KrugerLowerSabie2022-B19,B19,0.9425099728109129,0.8809263950983028,0.9428152492668622,0.8812316715542522,B19,B,19.0,Sep 26 2022,Lower Sabie west,55,10.0,15.0,15.0,25.0,67.85,No trees,,11.0,0.0203967951238155,0.0392202697694301,0.0545353591442108,0.0842338874936103,0.2029999941587448,0.5523996949195862,0.0730755180120468,0.055273912847042,1.0,0.0,0.25,1.0161546920283002,0.064516129032258,0.4164122969190362,0.9085222482681274,0.0,0.25,0.0,0.0,0.6979503642606318,4.28318712935343,4.156064166373941,4.28318712935343,4.156064166373941,0.5353983911691788,0.5937234523391345,4.217299386280878
32,KrugerLowerSabie2022-A18,A18,0.8745098039215686,0.7019607843137254,0.8745098039215686,0.7019607843137254,A18,A,18.0,Sep 26 2022,Lower Sabie west,0,0.0,0.0,0.0,0.0,0.09,Bareground,,0.0,0.0205881744623184,0.02821144182235,0.0335609056055545,0.0385548509657382,0.0511929938197135,0.1527185142040252,0.0348482057452201,0.0125250536948442,1.0,0.0,0.25,4.019828667964821,0.032258064516129,0.6091937682672249,0.8074570894241333,0.0,0.25,0.0,0.0,0.596654758427623,2.7998712331089095,2.42106040974419,2.7998712331089095,2.42106040974419,0.3499839041386137,0.34586577282059855,-2.407945608651872
33,KrugerLowerSabie2022-A17,A17,0.941747572815534,0.8543689320388349,0.941747572815534,0.8543689320388349,A17,A,17.0,Sep 26 2022,Lower Sabie west,75,15.0,30.0,10.0,45.0,58.12,No trees,,9.0,0.0205375533550977,0.040867056697607,0.0660040006041526,0.0995476972311735,0.178908921778202,0.3157812356948852,0.0752570927143096,0.0441141910851001,1.0,0.0,0.25,1.2598869138653883,0.0483870967741935,0.4449952615736606,0.8217648267745972,0.0,0.25,0.0,0.0,0.6828024811259269,3.9803787198304788,3.7975103079112147,3.9803787198304788,3.7975103079112147,0.49754733997880984,0.5425014725587449,4.0625098387020815
34,KrugerLowerSabie2022-A19,A19,0.9927253794406998,0.9927253794406998,0.99288256227758,0.99288256227758,A19,A,19.0,Sep 26 2022,Lower Sabie west,100,60.0,55.0,65.0,45.0,153.59,No trees,,20.0,0.0414378494024276,0.1705460138618946,0.2309095039963722,0.2949999868869781,0.4750999879837037,0.7826176285743713,0.2398827672004699,0.1012931913137435,1.0,0.0,0.25,0.488586191837783,0.0806451612903225,0.7681244472509371,0.7061144709587097,0.0,0.25,0.0,0.0,0.9779158114183376,2.8016624162779666,2.801662416277967,2.8016624162779666,2.8016624162779666,0.35020780203474583,0.40023748803970954,5.034286714427537
35,KrugerLowerSabie2022-A20,A20,0.8628318584070797,0.7035398230088495,0.8628318584070797,0.7035398230088495,A20,A,20.0,Sep 26 2022,Lower Sabie west,40,6.0,5.0,0.0,5.0,54.45,No trees,,4.5,0.0202755853533744,0.0280382260680198,0.0341542437672615,0.0438165795058012,0.0600200591981411,0.1218502894043922,0.0372950136661529,0.0135512240231037,1.0,0.0,0.25,3.0883771836250693,0.032258064516129,0.6078351158554206,0.7619964480400085,0.0,0.25,0.0,0.0,0.597654132789771,2.778706613986239,2.431684759762639,2.778706613986239,2.431684759762639,0.34733832674827986,0.3473835371089485,3.9972828493789696
36,KrugerLowerSabie2022-B20,B20,0.9326472621593143,0.8818536113656635,0.9333333333333332,0.8825396825396825,B20,B,20.0,Sep 26 2022,Lower Sabie west,70,25.0,15.0,25.0,40.0,46.55,No trees,,8.0,0.0199999995529651,0.0486440863460302,0.0727514550089836,0.1033945307135582,0.2008244520425796,0.5109626650810242,0.0813257098197937,0.0499978810548782,1.0,0.0,0.25,1.1030102464210445,0.0483870967741935,0.3828684738042709,0.8740409016609192,0.0,0.25,0.0,0.0,0.6959718950460044,4.340590394903148,4.236332264033255,4.340590394903148,4.236332264033255,0.5425737993628935,0.6051903234333221,3.840527003723076
37,KrugerLowerSabie2022-B22,B22,0.9267178469220919,0.8518879149493029,0.9268707482993196,0.8520408163265306,B22,B,22.0,Sep 26 2022,Lower Sabie west,80,50.0,15.0,40.0,25.0,83.56,Beneath A. nigrescens,,11.0,0.0209607072174549,0.0483105108141899,0.0879999995231628,0.1410000026226043,0.5360053539276116,0.7076569199562073,0.1165110543370246,0.11138516664505,2.0,1.0,1.25,1.024317104834974,0.1290322580645161,1.166995271495571,0.9092653393745422,0.4,0.75,0.5,1.5,0.7479566815952302,3.501779452591011,3.346224050505642,3.501779452591011,3.346224050505642,0.43772243157387636,0.47803200721509176,4.425564936688366
38,KrugerLowerSabie2022-B23,B23,0.9317073170731708,0.8731707317073171,0.9317073170731708,0.8731707317073171,B23,B,23.0,Sep 26 2022,Lower Sabie west,60,40.0,35.0,10.0,10.0,80.99,No trees,,10.5,0.0217474084347486,0.0696367621421814,0.1110157817602157,0.1666194349527359,0.2736037099361419,0.3059999942779541,0.1209899187088012,0.0653630271553993,1.0,0.0,0.25,0.8243305280183766,0.0483870967741935,0.5244688520951903,0.7054280042648315,0.0,0.25,0.0,0.0,0.7018991492316321,3.8431303126986474,3.722490732231602,3.8431303126986474,3.722490732231602,0.4803912890873309,0.5317843903188003,4.3943256902608985
39,KrugerLowerSabie2022-A22,A22,0.8489583333333334,0.6354166666666666,0.8489583333333334,0.6354166666666666,A22,A,22.0,Sep 26 2022,Lower Sabie west,50,5.0,7.0,14.0,17.0,47.08,No trees,,7.0,0.0203273277729749,0.026273239403963,0.0329516157507896,0.0395139455795288,0.0658656628429889,0.0715694427490234,0.0348117537796497,0.010697835125029,1.0,0.0,0.25,3.5023619606594854,0.0483870967741935,0.6850464873457539,0.9574164748191832,0.0,0.25,0.0,0.0,0.5542634770533255,2.498431330382559,2.0180002599568447,2.498431330382559,2.0180002599568447,0.3123039162978199,0.28828575142240637,3.851848282392076
40,KrugerLowerSabie2022-B25,B25,0.9789473684210528,0.9789473684210528,0.9789473684210528,0.9789473684210528,B25,B,25.0,Sep 26 2022,Lower Sabie west,100,60.0,55.0,30.0,60.0,99.75,No trees,,17.0,0.0202564112842082,0.1118813380599021,0.1593650802969932,0.2318438254296779,0.4439646017551422,0.5694444179534912,0.1810737401247024,0.1001819521188736,1.0,0.0,0.25,0.4723084465697406,0.064516129032258,0.640587831858942,0.7256069183349609,0.0,0.25,0.0,0.0,0.8872966120464847,3.4600160659090258,3.4600160659090258,3.4600160659090258,3.4600160659090258,0.4325020082386282,0.4942880094155751,4.602667055769973
41,KrugerLowerSabie2022-A23,A23,0.9944444444444444,0.9944444444444444,0.9944444444444444,0.9944444444444444,A23,A,23.0,Sep 26 2022,Lower Sabie west,90,55.0,80.0,40.0,60.0,145.72,No trees,,32.0,0.0771208703517913,0.2029200419783592,0.2548609375953674,0.3060093075037002,0.4014029097557068,0.4441951513290405,0.2553842961788177,0.0763687118887901,1.0,0.0,0.5,1.1508765697537024,0.0483870967741935,0.7210613129567109,0.4265951812267303,0.0,0.5,0.0,0.0,0.9996362254978148,2.7607718488674484,2.7607718488674484,2.7607718488674484,2.7607718488674484,0.34509648110843105,0.3943959784096355,4.981686972140363
42,KrugerLowerSabie2022-A24,A24,0.9969325153374232,0.9969325153374232,0.9969325153374232,0.9969325153374232,A24,A,24.0,Sep 26 2022,Lower Sabie west,95,75.0,55.0,80.0,65.0,175.72,No trees,,17.0,0.0237676948308944,0.1979658901691436,0.2510755956172943,0.3420000076293945,0.4445431900024413,0.4740000069141388,0.2659764587879181,0.0935575664043426,1.0,0.0,0.25,0.5402434422241627,0.0483870967741935,0.7118302370748412,0.472778171300888,0.0,0.25,0.0,0.0,0.9936258640799978,2.7603562682049088,2.7603562682049088,2.7603562682049088,2.7603562682049088,0.3450445335256136,0.3943366097435584,5.1688918191075786
43,KrugerLowerSabie2022-A25,A25,0.8875307719773534,0.7666005394192138,0.8906976744186047,0.7697674418604651,A25,A,25.0,Sep 26 2022,Lower Sabie west,60,30.0,10.0,2.0,18.0,49.69,No trees,,7.0,0.0203969161957502,0.0390673317015171,0.0533133931457996,0.0675860717892646,0.1745740979909892,0.5562405586242676,0.0648194774985313,0.0616305880248546,1.0,0.0,0.25,0.6608010017197835,0.064516129032258,0.6259514227054251,0.9169862866401672,0.0,0.25,0.0,0.0,0.6365193291884974,3.149409207860682,2.891627181724641,3.149409207860682,2.891627181724641,0.39367615098258524,0.4130895973892344,3.9058037056142294
44,KrugerLowerSabie2022-B26,B26,0.942717440376751,0.8589185576951868,0.9441340782122905,0.8603351955307262,B26,B,26.0,Sep 26 2022,Lower Sabie west,85,15.0,22.0,30.0,15.0,86.5,No trees,,11.5,0.0208575576543808,0.0458062384277582,0.066500000655651,0.0930298864841461,0.1432401263713836,0.5253241062164307,0.0735660269856453,0.0482571721076965,1.0,0.0,0.25,1.5743290558600485,0.0483870967741935,0.4380623555907681,0.8819235563278198,0.0,0.25,0.0,0.0,0.6866054568596082,4.0448218027689995,3.8697830467358862,4.0448218027689995,3.8697830467358862,0.5056027253461249,0.552826149533698,4.460144413937833
45,KrugerLowerSabie2022-B27,B27,0.9214669701488718,0.8060823547642565,0.9254807692307692,0.8100961538461539,B27,B,27.0,Sep 26 2022,Lower Sabie west,40,2.0,3.0,6.0,0.0,18.47,No trees,,2.0,0.0218197256326675,0.0381398648023605,0.0452073514461517,0.0596439838409423,0.0918958148360252,0.6053133606910706,0.0579321831464767,0.071331575512886,1.0,0.0,0.25,0.4430674464339714,0.0483870967741935,0.5550154165655165,0.9294317364692688,0.0,0.25,0.0,0.0,0.6665129790965334,3.4691256585506216,3.223921014365957,3.4691256585506216,3.223921014365957,0.4336407073188277,0.46056014490942243,2.9161477942111484
46,KrugerLowerSabie2022-A26,A26,0.9572368421052632,0.9407894736842104,0.9572368421052632,0.9407894736842104,A26,A,26.0,Sep 26 2022,Lower Sabie west,85,5.0,5.0,2.0,3.0,34.09,No trees,,2.0,0.0203779581934213,0.0336829405277967,0.0387179218232631,0.0439682723954319,0.0603079009801149,0.1675876826047897,0.0395512729883194,0.0120033212006092,1.0,0.0,0.25,3.2405483192897564,0.032258064516129,0.2247897095094822,0.7761422395706177,0.0,0.25,0.0,0.0,0.7201988278910887,5.68648014305118,5.653311887020109,5.68648014305118,5.653311887020109,0.7108100178813975,0.8076159838600157,3.529004086149812
47,KrugerLowerSabie2022-A27,A27,0.8755760368663594,0.7880184331797235,0.8755760368663594,0.7880184331797235,A27,A,27.0,Sep 26 2022,Lower Sabie west,15,0.0,3.0,0.0,0.0,14.5,No trees;near termite mound,,2.0,0.0201454851776361,0.0292459474876523,0.0385112650692462,0.0478096902370452,0.0795426622033119,0.1167292892932891,0.0411024801433086,0.0159280709922313,1.0,0.0,0.25,2.5039785887179944,0.032258064516129,0.5165702917872189,0.7125058770179749,0.0,0.25,0.0,0.0,0.6471058517970748,3.285772559794578,3.1025119141027293,3.285772559794578,3.1025119141027293,0.41072156997432224,0.4432159877289613,2.6741486494265287
48,KrugerLowerSabie2022-A28,A28,0.9951690821256038,0.9951690821256038,0.9951690821256038,0.9951690821256038,A28,A,28.0,Sep 26 2022,Lower Sabie west,100,95.0,75.0,70.0,65.0,118.79,No trees,,17.0,0.0205635204911232,0.197695754468441,0.2623419165611267,0.3199381604790687,0.4122562855482101,0.5332842469215393,0.2575579881668091,0.0873638838529586,1.0,0.0,0.5,1.1611254935391135,0.064516129032258,0.7347015799413417,0.5105051398277283,0.0,0.5,0.0,0.0,1.0458692535273326,2.7943057018631574,2.7943057018631574,2.7943057018631574,2.7943057018631574,0.3492882127328947,0.3991865288375939,4.777357228301448
49,KrugerLowerSabie2022-A30,A30,0.9951923076923076,0.9951923076923076,0.9951923076923076,0.9951923076923076,A30,A,30.0,Sep 26 2022,Lower Sabie west,90,65.0,55.0,60.0,55.0,161.88,No trees,,28.0,0.0324425436556339,0.1868187338113784,0.261103093624115,0.3343422412872314,0.4363579785823821,0.4710244238376617,0.2550619840621948,0.0998549908399581,1.0,0.0,0.5,1.131431882278244,0.0483870967741935,0.7169122225517892,0.4468407034873962,0.0,0.5,0.0,0.0,1.0046426129494297,2.7666802984449177,2.7666802984449177,2.7666802984449177,2.7666802984449177,0.3458350373056147,0.39524004263498824,5.086855320007665
50,KrugerLowerSabie2022-A29,A29,0.9141274238227148,0.8448753462603878,0.9141274238227148,0.8448753462603878,A29,A,29.0,Sep 26 2022,Lower Sabie west,30,10.0,17.0,0.0,15.0,140.27,Beneath Bolucusthes,,10.0,0.0199999995529651,0.0540608391165733,0.096000000834465,0.2396788895130157,0.9467491364479064,0.9996591806411744,0.2254130989313125,0.272460013628006,2.0,1.5,1.75,0.7260752350912799,0.1935483870967742,2.024522995108784,0.7111002206802368,0.4285714285714285,1.0,0.75,1.3333333333333333,1.0,2.574178926210652,2.4306453294712984,2.574178926210652,2.4306453294712984,0.3217723657763315,0.34723504706732833,4.94356913673158
51,KrugerLowerSabie2022-B30,B30,0.974139811590922,0.9382975176841118,0.974910394265233,0.9390681003584228,B30,B,30.0,Sep 26 2022,Lower Sabie west,80,15.0,10.0,25.0,15.0,55.58,No trees,,9.0,0.0215267688035964,0.0562574202194809,0.0765766054391861,0.0965691711753606,0.167503558397293,0.6159999966621399,0.0822958871722221,0.055776834487915,1.0,0.0,0.25,1.1332297976320576,0.0483870967741935,0.2716126948173771,0.8813159465789795,0.0,0.25,0.0,0.0,0.7231259292334034,5.460934961016957,5.387934156577903,5.460934961016957,5.387934156577903,0.6826168701271196,0.769704879511129,4.017823424314357
52,KrugerLowerSabie2022-B28,B28,0.8860234826622805,0.7569912245977644,0.8870967741935484,0.7580645161290323,B28,B,28.0,Sep 26 2022,Lower Sabie west,5,2.0,0.0,0.0,0.0,0.0,Bareground,,0.0,0.0200243387371301,0.0289469212293624,0.0385079458355903,0.0518411062657833,0.0765513733029365,0.6202608942985535,0.0450728461146354,0.0476171150803566,1.0,0.0,0.25,3.042936615962073,0.0483870967741935,0.5787786091653315,0.9506204724311828,0.0,0.25,0.0,0.0,0.6335478688574279,3.1001251691341403,2.823824492172506,3.1001251691341403,2.823824492172506,0.38751564614176753,0.40340349888178656,0.0
53,KrugerLowerSabie2022-B8,B8,0.907103825136612,0.8743169398907104,0.907103825136612,0.8743169398907104,B8,B,8.0,Sep 26 2022,Lower Sabie west,30,0.0,0.0,5.5,0.0,2.39,No trees,,2.0,0.0200954228639602,0.040260219015181,0.0477611739188432,0.0561587493866682,0.0676017269492149,0.0721120163798332,0.0477315597236156,0.0106995934620499,1.0,0.0,0.25,3.5400847577420445,0.032258064516129,0.3780972052797666,0.3664277791976928,0.0,0.25,0.0,0.0,0.6906223200228431,4.214656714359725,4.147983873824542,4.214656714359725,4.147983873824542,0.5268320892949656,0.5925691248320774,0.8712933659434193
54,KrugerLowerSabie2022-B7,B7,0.9491086382030111,0.886608638203011,0.9495192307692308,0.8870192307692307,B7,B,7.0,Sep 26 2022,Lower Sabie west,95,10.0,15.0,25.0,15.0,63.07,Beneath A.nigrescens,,12.0,0.0257216431200504,0.059395246207714,0.0844055116176605,0.1219978258013725,0.1857785403728485,0.6486821174621582,0.0951408669352531,0.0553952641785144,3.0,2.0,4.0,0.909397160728018,0.3064516129032258,2.362425063967468,0.3462204933166504,0.5,2.083333333333333,1.532064692570853,1.359820733051053,0.7072983731131407,4.452859021043017,4.323781978767874,4.452859021043017,4.323781978767874,0.5566073776303772,0.617683139823982,4.144245220675559
