,featureid,id,coverherb_0m,coverherb_5cm,cover_0m,cover_5cm,Plot #,Letter,GPS #,Date Harvested,Site,% Cover,Height 1,Height 2,Height 3,Height 4,Dry Weight (g),Location,Tree Species,DPM,0,25,50,75,98,100,mean,std,nlayers,gapsize,maxpeakh,ptoh,cscore,FHD,VDR,VDRpeak,meanpeakh,stdpeakh,cvpeakh,herbh,PAIsum_0m,PAIsum_5cm,PAIsum_0mto1p5m,PAIsum_5cmto1p5m,PAImean_0mto1p5m,PAImean_5cmto1p5m,log(DryWeight)
40,KrugerLowerSabie2022-B25,B25,0.9789473684210528,0.9298245614035088,0.9789473684210528,0.9298245614035088,B25,B,25.0,Sep 26 2022,Lower Sabie west,100,60.0,55.0,30.0,60.0,99.75,No trees,,17.0,0.0516235530376434,0.1214218735694885,0.1640092134475708,0.2345078326761722,0.4446201741695403,0.5694444179534912,0.188916876912117,0.0966022238135337,1.0,0.0,0.25,0.4723084465697406,0.064516129032258,0.7854625938090474,0.7256069183349609,0.0,0.25,0.0,0.0,0.8439381638306056,3.1594153937626213,3.058674674984722,3.1594153937626213,3.058674674984722,0.39492692422032766,0.4369535249978174,4.602667055769973
41,KrugerLowerSabie2022-A23,A23,0.9944444444444444,0.9944444444444444,0.9944444444444444,0.9944444444444444,A23,A,23.0,Sep 26 2022,Lower Sabie west,90,55.0,80.0,40.0,60.0,145.72,No trees,,32.0,0.0771208703517913,0.2029200419783592,0.2548609375953674,0.3060093075037002,0.4014029097557068,0.4441951513290405,0.2553842961788177,0.0763687118887901,1.0,0.0,0.5,1.1508765697537024,0.0483870967741935,0.7210613129567109,0.4265951812267303,0.0,0.5,0.0,0.0,0.9996362254978148,2.7607718488674484,2.7607718488674484,2.7607718488674484,2.7607718488674484,0.34509648110843105,0.3943959784096355,4.981686972140363
42,KrugerLowerSabie2022-A24,A24,0.9969325153374232,0.9846625766871164,0.9969325153374232,0.9846625766871164,A24,A,24.0,Sep 26 2022,Lower Sabie west,95,75.0,55.0,80.0,65.0,175.72,No trees,,17.0,0.0925667136907577,0.2003040909767151,0.2539603412151336,0.3420386910438537,0.4448038697242737,0.4740000069141388,0.268850713968277,0.0904975906014442,1.0,0.0,0.25,0.5402434422241627,0.0483870967741935,0.7616872969742735,0.472778171300888,0.0,0.25,0.0,0.0,0.9873131876292512,2.7368528366913862,2.712161165046788,2.7368528366913862,2.712161165046788,0.3421066045864233,0.38745159500668397,5.1688918191075786
43,KrugerLowerSabie2022-A25,A25,0.8837209302325582,0.4372093023255814,0.8906976744186047,0.4441860465116279,A25,A,25.0,Sep 26 2022,Lower Sabie west,60,30.0,10.0,2.0,18.0,49.69,No trees,,7.0,0.0500255115330219,0.0554082738235592,0.0632991567254066,0.0911398511379957,0.2363624393939952,0.5562405586242676,0.0856913700699806,0.0740464106202125,1.0,0.0,0.05,0.1321602003439567,0.064516129032258,0.7798629182348368,0.9169862866401672,0.0,0.05,0.0,0.0,0.4188543144110599,2.346726426012077,1.1636973559798105,2.346726426012077,1.1636973559798105,0.29334080325150963,0.1662424794256872,3.9058037056142294
44,KrugerLowerSabie2022-B26,B26,0.939287285543216,0.6040917548169591,0.9441340782122905,0.6089385474860335,B26,B,26.0,Sep 26 2022,Lower Sabie west,85,15.0,22.0,30.0,15.0,86.5,No trees,,11.5,0.0513906329870224,0.0649411529302597,0.0787780955433845,0.0989999994635582,0.1522955965995789,0.5253241062164307,0.089424543082714,0.048948623239994,1.0,0.0,0.25,1.5743290558600485,0.0483870967741935,0.7009900545956663,0.8819235563278198,0.0,0.25,0.0,0.0,0.5331060280589189,2.67714099415467,1.860616368696219,2.67714099415467,1.860616368696219,0.3346426242693338,0.26580233838517414,4.460144413937833
45,KrugerLowerSabie2022-B27,B27,0.9134615384615384,0.31730769230769235,0.9254807692307692,0.3293269230769231,B27,B,27.0,Sep 26 2022,Lower Sabie west,40,2.0,3.0,6.0,0.0,18.47,No trees,,2.0,0.0500639118254184,0.0551938116550445,0.0622991919517517,0.0717376545071601,0.5662471795082092,0.6053133606910706,0.0859841182827949,0.1051315143704414,1.0,0.0,0.05,0.0886134892867942,0.0483870967741935,,0.9294317364692688,0.0,0.05,0.0,0.0,0.3553703393655618,2.6010486974461795,0.7876061357301718,2.6010486974461795,0.7876061357301718,0.32513108718077244,0.1125151622471674,2.9161477942111484
46,KrugerLowerSabie2022-A26,A26,0.9450001468730701,0.0798685679257016,0.9572368421052632,0.0921052631578947,A26,A,26.0,Sep 26 2022,Lower Sabie west,85,5.0,5.0,2.0,3.0,34.09,No trees,,2.0,0.0501477159559726,0.0519686797633767,0.0540867429226636,0.0589480316266417,0.1327040858566761,0.1675876826047897,0.0614349842071533,0.0232401620596647,1.0,0.0,0.05,0.6481096638579513,0.032258064516129,0.3073817631731983,0.7761422395706177,0.0,0.05,0.0,0.0,0.2234288903529521,4.200164940781972,0.1932536713781433,4.200164940781972,0.1932536713781433,0.5250206175977465,0.02760766733973476,3.529004086149812
47,KrugerLowerSabie2022-A27,A27,0.8755760368663594,0.1705069124423963,0.8755760368663594,0.1705069124423963,A27,A,27.0,Sep 26 2022,Lower Sabie west,15,0.0,3.0,0.0,0.0,14.5,No trees;near termite mound,,2.0,0.0501506850123405,0.0527456514537334,0.0602307692170143,0.0698257386684417,0.1089707314968109,0.1167292892932891,0.0644320026040077,0.015216339379549,1.0,0.0,0.05,0.5007957177435989,0.032258064516129,0.4566890773742191,0.7125058770179749,0.0,0.05,0.0,0.0,0.2683076212463454,2.8159095456620733,0.37388100530049845,2.8159095456620733,0.37388100530049845,0.35198869320775916,0.053411572185785496,2.6741486494265287
48,KrugerLowerSabie2022-A28,A28,0.9951690821256038,0.9758454106280192,0.9951690821256038,0.9758454106280192,A28,A,28.0,Sep 26 2022,Lower Sabie west,100,95.0,75.0,70.0,65.0,118.79,No trees,,17.0,0.0611764751374721,0.2111599706113338,0.2645582556724548,0.3217853978276253,0.4126139253377914,0.5332842469215393,0.2619103491306305,0.0824971199035644,1.0,0.0,0.5,1.1611254935391135,0.064516129032258,0.8007677617769089,0.5105051398277283,0.0,0.5,0.0,0.0,1.0084275646152432,2.768284946899201,2.729259318452037,2.768284946899201,2.729259318452037,0.3460356183624001,0.389894188350291,4.777357228301448
49,KrugerLowerSabie2022-A30,A30,0.9951923076923076,0.971153846153846,0.9951923076923076,0.971153846153846,A30,A,30.0,Sep 26 2022,Lower Sabie west,90,65.0,55.0,60.0,55.0,161.88,No trees,,28.0,0.0570392608642578,0.1901195086538791,0.2683660238981247,0.334870882332325,0.4376821672916411,0.4710244238376617,0.2603853642940521,0.0950998738408088,1.0,0.0,0.5,1.131431882278244,0.0483870967741935,0.7980895184987085,0.4468407034873962,0.0,0.5,0.0,0.0,0.9892469780678768,2.7287508882573306,2.680086686938269,2.7287508882573306,2.680086686938269,0.3410938610321663,0.38286952670546703,5.086855320007665
50,KrugerLowerSabie2022-A29,A29,0.41927964018840386,0.2923181565935394,0.7456015216357584,0.618640038040894,A29,A,29.0,Sep 26 2022,Lower Sabie west,30,10.0,17.0,0.0,15.0,140.27,Beneath Bolucusthes,,10.0,0.0503635294735431,0.1489636562764644,1.2480644583702087,1.7336266934871674,2.32779776096344,2.585713148117065,1.055047869682312,0.7715942859649658,2.0,1.5,1.75,0.7260752350912799,0.1935483870967742,2.133317884051226,0.7111002206802368,0.4285714285714285,1.0,0.75,1.3333333333333333,0.6705095164080657,1.5946966439941959,1.3231454349496676,1.371136588180272,1.099585379135744,0.171392073522534,0.15708362559082056,4.94356913673158
51,KrugerLowerSabie2022-B30,B30,0.9719407511213879,0.7748081346339327,0.974910394265233,0.7777777777777778,B30,B,30.0,Sep 26 2022,Lower Sabie west,80,15.0,10.0,25.0,15.0,55.58,No trees,,9.0,0.050000000745058,0.066767644137144,0.0835521034896373,0.1019290536642074,0.1683458569645881,0.6159999966621399,0.0912681892514228,0.0569759868085384,1.0,0.0,0.25,1.1332297976320576,0.0483870967741935,0.5659439103680627,0.8813159465789795,0.0,0.25,0.0,0.0,0.6464336953584012,3.3981774081240936,2.959045948191442,3.3981774081240936,2.959045948191442,0.4247721760155117,0.42272084974163454,4.017823424314357
52,KrugerLowerSabie2022-B28,B28,0.8847926267281107,0.207373271889401,0.8870967741935484,0.2096774193548387,B28,B,28.0,Sep 26 2022,Lower Sabie west,5,2.0,0.0,0.0,0.0,0.0,Bareground,,0.0,0.0502324625849723,0.0565189598128199,0.0626840591430664,0.0707875788211822,0.1370377048850067,0.6202608942985535,0.075733944773674,0.0816339626908302,1.0,0.0,0.05,0.6085873231924147,0.0483870967741935,0.5387716383256244,0.9506204724311828,0.0,0.05,0.0,0.0,0.2894925908295015,2.7322235886320447,0.46941936564984316,2.7322235886320447,0.46941936564984316,0.3415279485790056,0.06705990937854903,0.0
53,KrugerLowerSabie2022-B8,B8,0.907103825136612,0.3934426229508196,0.907103825136612,0.3934426229508196,B8,B,8.0,Sep 26 2022,Lower Sabie west,30,0.0,0.0,5.5,0.0,2.39,No trees,,2.0,0.0500045120716095,0.0537843890488147,0.0572281386703252,0.0601480640470981,0.0700398780405521,0.0721120163798332,0.0573654919862747,0.0050576967187225,1.0,0.0,0.05,0.7080169515484089,0.032258064516129,0.6702631314489342,0.3664277791976928,0.0,0.05,0.0,0.0,0.3940163492558997,2.441611469276736,0.9999119030581736,2.441611469276736,0.9999119030581736,0.305201433659592,0.14284455757973907,0.8712933659434193
54,KrugerLowerSabie2022-B7,B7,0.2391124463784805,0.19062759789363215,0.7797979797979797,0.7313131313131314,B7,B,7.0,Sep 26 2022,Lower Sabie west,95,10.0,15.0,25.0,15.0,63.07,Beneath A.nigrescens,,12.0,0.0503673888742923,1.582411706447601,3.1783851385116577,3.959690511226654,4.33794939994812,4.587136268615723,2.590589761734009,1.5627363920211792,3.0,2.0,4.0,0.909397160728018,0.3064516129032258,2.426124585462004,0.3462204933166504,0.5,2.083333333333333,1.532064692570853,1.359820733051053,0.6338841311230755,1.6596763440204263,1.5602770069158818,0.6029794857377235,0.5035801486331789,0.07537243571721544,0.07194002123331127,4.144245220675559
