,featureid,id,coverherb_0m,coverherb_5cm,cover_0m,cover_5cm,Plot #,GPS #,Date Harvested,% Cover,Height 1,Height 2,Height 3,Height 4,Average Height,Wet Weight (g),Dry Weight (g),Site,Type,Tree Species,Bag Size,Average Bag Weight (g),Wet Weight Without Bag (g),Dry Weight Without Bag (g),Water Weight (g),Max Height (cm),Max Height (m),0,25,50,75,98,100,mean,std,nlayers,gapsize,maxpeakh,ptoh,cscore,FHD,VDR,VDRpeak,meanpeakh,stdpeakh,cvpeakh,herbh,log(DryWeight)
41,Mpala02-47,47,0.29411764705882354,0.11764705882352938,0.5686274509803921,0.392156862745098,47.0,47.0,15/01/2022,40.0,33.0,24.0,24.0,22.0,25.75,68.48,69.85,GLADE South,,AE,small,16.0905,52.3895,53.7595,-1.37,33.0,0.33,0.0538377612829208,1.5570433139801023,1.938331127166748,2.684999942779541,2.886870460510254,2.919530153274536,1.840467095375061,0.9733982682228088,3.0,1.7,2.75,0.9431385896044246,0.1451612903225806,1.950370004143701,0.4094940423965454,0.3636363636363636,1.5166666666666666,1.114550233153366,1.3607880753616677,0.4032218907633291,3.9845203955764052
42,Mpala02-49,49,0.6153846153846154,0.0,0.6153846153846154,0.0,49.0,49.0,15/01/2022,80.0,22.0,9.0,22.0,15.0,17.0,167.01,156.75,GLADE South,OUT,,small,16.0905,150.9195,140.6595,10.26,22.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.6519518735023089,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,4.946342076202717
43,Mpala02-51,51,0.5454545454545454,0.0,0.5454545454545454,0.0,51.0,51.0,15/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLADE South,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.272922225269508,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,0.0
44,Mpala02-50,50,0.6666666666666666,0.0,0.6666666666666666,0.0,50.0,50.0,15/01/2022,10.0,0.0,0.0,7.0,0.0,1.75,20.71,20.37,GLADE South,OUT,,small,16.0905,4.6195,4.2795,0.34,7.0,0.07,0.0500065200030803,0.0539628453552722,0.056390143930912,0.0605728961527347,0.0607474263012409,0.0607626028358936,0.0563390031456947,0.0040802736766636,1.0,0.0,0.05,0.825339687697523,0.032258064516129,0.1377334895419219,0.6462652087211609,0.0,0.05,0.0,0.0,0.1949526305257005,1.4538361803395272
45,Mpala02-52,52,0.0,0.0,0.0,0.0,52.0,52.0,15/01/2022,80.0,12.0,18.0,15.0,11.0,14.0,100.23,97.6,GLADE South,OUT,,small,16.0905,84.1395,81.5095,2.63,18.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,3.133153407011851,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,4.400719577870891
46,Mpala02-42,42,0.0,0.0,0.5,0.5,42.0,42.0,15/01/2022,60.0,24.0,4.0,26.0,30.0,21.0,149.08,136.23,GLADE South,,AE,small,16.0905,132.9895,120.1395,12.85,30.0,0.3,1.0178288221359253,1.1719393730163574,1.5012133717536926,1.7417320013046265,2.2342486715316774,2.245246171951294,1.511318922042847,0.3535979688167572,2.0,1.45,1.5,0.6684839823043026,0.0967741935483871,1.5046454573244494,0.522314190864563,0.4833333333333333,0.775,0.725,1.0689655172413794,0.1832454169883575,4.788653567602134
47,Mpala02-37,37,0.0,0.0,0.0,0.0,37.0,37.0,15/01/2022,40.0,23.0,3.0,16.0,0.0,10.5,97.65,93.59,GLADE South,OUT,,small,16.0905,81.5595,77.4995,4.06,23.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,3.122387059019628,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,4.350271484725587
48,Mpala02-36,36,0.0,0.0,0.611111111111111,0.611111111111111,36.0,36.0,15/01/2022,50.0,20.0,0.0,21.0,17.0,14.5,66.97,63.71,GLADE South,,AE,small,16.0905,50.8795,47.6195,3.26,21.0,0.21,1.301802635192871,2.6469093561172485,3.1921969652175903,3.858007490634918,4.146920919418335,4.207341194152832,3.150913953781128,0.7413560152053833,4.0,1.7,4.0,0.9518470414270482,0.2096774193548387,2.0344300555026678,0.3751622140407562,0.40625,2.2,1.4752118491931931,1.4913112318093162,0.1832085589008133,3.8632423412135894
49,Mpala02-35,35,0.0,0.0,0.0,0.0,35.0,35.0,15/01/2022,70.0,3.0,0.0,15.0,11.0,7.25,54.82,53.85,GLADE South,OUT,,small,16.0905,38.7295,37.7595,0.97,15.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.277647641623575,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.6312370996642067
50,Mpala02-34,34,0.0,0.0,0.0,0.0,34.0,34.0,15/01/2022,40.0,0.0,0.0,11.0,24.0,8.75,54.39,53.26,GLADE South,OUT,,small,16.0905,38.2995,37.1695,1.13,24.0,0.24,0.0610000006854534,0.0624307207763195,0.0703818425536155,0.0721143409609794,0.0799396553635597,0.0806201174855232,0.0693093985319137,0.0071177594363689,1.0,0.0,0.05,0.620192596580852,0.0483870967741935,0.4822459273311376,0.8717596530914307,0.0,0.05,0.0,0.0,0.2199911792425295,3.6154885325103185
51,Mpala02-60,60,0.0,0.0,0.0,0.0,60.0,60.0,15/01/2022,10.0,12.0,2.0,0.0,0.0,3.5,19.41,19.3,GLADE South,OUT,,small,16.0905,3.3195,3.2095,0.11,12.0,0.12,0.051355555653572,0.0522251641377806,0.0556132216006517,0.0613077590242028,0.0658968439698219,0.0659229606389999,0.0570897571742534,0.0054293340072035,1.0,0.0,0.05,0.7584610811672203,0.032258064516129,0.535959889216217,0.7640529274940491,0.0,0.05,0.0,0.0,0.2994016915092122,1.1661151617696959
52,Mpala02-32,32,0.4545454545454545,0.3636363636363636,0.4545454545454545,0.3636363636363636,32.0,32.0,15/01/2022,5.0,0.0,0.0,0.0,4.0,1.0,19.24,19.19,GLADE South,OUT,,small,16.0905,3.1495,3.0995,0.05,4.0,0.04,0.0506524592638015,0.0637163612991571,0.0693381465971469,0.0760153047740459,0.0818230281770229,0.0821707099676132,0.069157637655735,0.0085027106106281,1.0,0.0,0.05,0.6084893269110978,0.032258064516129,0.5672739606962847,0.6967062950134277,0.0,0.05,0.0,0.0,0.3145575951835631,1.131240808159837
53,Mpala02-33,33,0.5,0.0,0.5,0.0,33.0,33.0,15/01/2022,5.0,0.0,0.0,0.0,0.0,0.0,18.86,18.85,GLADE South,OUT,,small,16.0905,2.7695,2.7595,0.01,0.0,0.0,0.0638431534171104,0.0648823659867048,0.0659215785562992,0.0669607911258935,0.0679168666899204,0.0680000036954879,0.0659215748310089,0.0020784251391887,1.0,0.0,0.05,0.7352940776871997,0.032258064516129,0.1881129274145737,0.8534426093101501,0.0,0.05,0.0,0.0,0.201508027032904,1.015049503897419
54,Mpala02-31,31,0.6666666666666666,0.2777777777777778,0.6666666666666666,0.2777777777777778,31.0,31.0,15/01/2022,5.0,0.0,0.0,0.0,4.0,1.0,18.38,18.36,GLADE South,OUT,,small,16.0905,2.2895,2.2695,0.02,4.0,0.04,0.0517915152013301,0.0628140456974506,0.0674525424838066,0.0701121650636196,0.0792778956890106,0.0797088220715522,0.0665945932269096,0.0074013131670653,1.0,0.0,0.05,0.6282895656764713,0.032258064516129,0.5587400294399866,0.8138137459754944,0.0,0.05,0.0,0.0,0.3102127772221676,0.8195595429143832
55,Mpala02-39,39,0.060975609756097504,0.0,0.3678861788617885,0.306910569105691,39.0,39.0,15/01/2022,70.0,16.0,32.0,28.0,27.0,25.75,100.62,94.3,GLADE South,,AE,small,16.0905,84.5295,78.2095,6.32,32.0,0.32,2.0214080810546875,3.746031045913696,4.045214653015137,4.263246536254883,4.817224063873291,5.05309534072876,3.980833053588867,0.4759591519832611,3.0,2.2,4.25,0.8536098131342551,0.1612903225806451,1.7684072430678637,0.2872362732887268,0.4705882352941176,2.183333333333333,1.715290710702481,1.2728648967259724,0.1832085589008133,4.359391123548717
56,Mpala02-40,40,0.2,0.0,0.2,0.0,40.0,40.0,15/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GLADE South,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.229056783450825,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,0.0
57,Mpala02-41,41,0.4126984126984127,0.0,0.4126984126984127,0.0,41.0,41.0,15/01/2022,20.0,4.0,0.0,4.0,0.0,2.0,24.26,24.18,GLADE South,OUT,,small,16.0905,8.1695,8.0895,0.08,4.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.8145703733857423,0.0161290322580645,,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.090566924463254
58,Mpala02-38,38,0.0,0.0,0.0,0.0,38.0,38.0,15/01/2022,70.0,17.0,3.0,8.0,12.0,10.0,68.1,67.16,GLADE South,OUT,,small,16.0905,52.0095,51.0695,0.94,17.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.050444320106634,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.9331874501279755
59,Mpala02-43,43,0.0,0.0,0.0,0.0,43.0,43.0,15/01/2022,70.0,16.0,27.0,25.0,21.0,22.25,70.17,66.54,GLADE South,OUT,,small,16.0905,54.0795,50.4495,3.63,27.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.3263845497203004,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.9209728359477305
60,Mpala03-61,61,0.4166666666666667,0.2708333333333333,0.4166666666666667,0.2708333333333333,61.0,61.0,17/01/2022,50.0,3.0,13.0,44.0,48.0,27.0,152.57,138.62,Airstrip,OUT,,small,16.0905,136.4795,122.5295,13.95,48.0,0.48,0.089965671300888,0.1110000014305114,0.1516098976135254,0.1679999977350235,0.1933667945861816,0.1957384645938873,0.1406145244836807,0.0370999388396739,1.0,0.0,0.05,0.2554428947000202,0.032258064516129,0.5840859317593606,1.0,0.0,0.05,0.0,0.0,0.3236773754006044,4.808351817319715
61,Mpala03-62,62,0.3441129741772855,0.00498253939467678,0.3478260869565217,0.008695652173913,62.0,62.0,17/01/2022,60.0,10.0,0.0,10.0,21.0,10.25,59.67,57.4,Airstrip,OUT,,small,16.0905,43.5795,41.3095,2.27,21.0,0.21,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0.06700000166893,0.0,1.0,0.0,0.05,0.920019603252084,0.0483870967741935,0.2006015398272035,1.0,0.0,0.05,0.0,0.0,0.1645984060775665,3.721092497728549
62,Mpala03-63,63,0.2934272908527545,0.05149180698178665,0.3064516129032258,0.064516129032258,63.0,63.0,17/01/2022,70.0,37.0,30.0,7.0,45.0,29.75,218.58,200.57,Airstrip,OUT,,big,32.334,186.246,168.236,18.01,45.0,0.45,0.0667827948927879,0.0920367091894149,0.1094146445393562,0.1312214750796556,0.166678826957941,0.1697620749473571,0.1138435378670692,0.0372202508151531,1.0,0.0,0.05,0.2945298590130032,0.032258064516129,0.2392170938165128,1.0,0.0,0.05,0.0,0.0,0.2096246016435388,5.125367755553075
63,Mpala03-64,64,0.543859649122807,0.2631578947368421,0.543859649122807,0.2631578947368421,64.0,64.0,17/01/2022,100.0,36.0,41.0,55.0,56.0,47.0,246.66,226.5,Airstrip,OUT,,big,32.334,214.326,194.166,20.16,56.0,0.56,0.0537970438599586,0.0625269282609224,0.0755554735660553,0.0829009898006916,0.1263096603751182,0.131808340549469,0.0784226953983306,0.0224082507193088,1.0,0.0,0.05,0.379338665455958,0.032258064516129,0.5763341277567497,0.8237624168395996,0.0,0.05,0.0,0.0,0.3193733980516007,5.2687134632894566
64,Mpala03-65,65,0.7612026238764407,0.5239144882832204,0.7627118644067796,0.5254237288135594,65.0,65.0,17/01/2022,100.0,63.0,59.0,57.0,59.0,59.5,345.5,309.63,Airstrip,OUT,,big,32.334,313.166,277.296,35.87,63.0,0.63,0.0521376132965087,0.1013536155223846,0.1232344359159469,0.1825632452964782,0.2496452838182449,0.2535077631473541,0.1379294991493225,0.0561263188719749,1.0,0.0,0.25,0.9861630937695772,0.0483870967741935,0.766729855180798,0.7812995314598083,0.0,0.25,0.0,0.0,0.4777387021775,5.625085527707019
65,Mpala03-66,66,0.5151515151515151,0.2878787878787879,0.5151515151515151,0.2878787878787879,66.0,66.0,17/01/2022,90.0,25.0,30.0,33.0,29.0,29.25,204.53,182.31,Airstrip,OUT,,big,32.334,172.196,149.976,22.22,33.0,0.33,0.054560899734497,0.0701912119984626,0.0854584276676178,0.0987508259713649,0.1305545774102211,0.1423320472240448,0.0856228396296501,0.0212558191269636,1.0,0.0,0.05,0.351291230437338,0.032258064516129,0.6002414407455903,0.93369060754776,0.0,0.05,0.0,0.0,0.3332766334691444,5.01047528129489
66,Mpala03-68,68,0.2333333333333333,0.0,0.2333333333333333,0.0,68.0,68.0,17/01/2022,40.0,5.0,7.0,5.0,7.0,6.0,62.22,56.58,Airstrip,OUT,,small,16.0905,46.1295,40.4895,5.64,7.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.386435203200073,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.7010426812397426
67,Mpala03-67,67,0.2222222222222222,0.0,0.2222222222222222,0.0,67.0,67.0,17/01/2022,10.0,0.0,5.0,2.0,0.0,1.75,38.87,36.18,Airstrip,OUT,,small,16.0905,22.7795,20.0895,2.69,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.641472948768661,0.032258064516129,0.1584105701317908,1.0,0.0,0.05,0.0,0.0,0.1604952334506413,3.0001972905131495
68,Mpala03-69,69,0.0588235294117647,0.0,0.0588235294117647,0.0,69.0,69.0,17/01/2022,5.0,0.0,1.0,4.0,4.0,2.25,20.07,19.55,Airstrip,OUT,,small,16.0905,3.9795,3.4595,0.52,4.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,16.305240434084872,0.032258064516129,0.1326914208398717,1.0,0.0,0.05,0.0,0.0,0.1651073530411545,1.2411240699567285
69,Mpala03-70,70,0.8978102189781022,0.8029197080291971,0.8978102189781022,0.8029197080291971,70.0,70.0,17/01/2022,100.0,37.0,36.0,35.0,37.0,36.25,366.16,333.85,Airstrip,IN,AM,big,32.334,333.826,301.516,32.31,37.0,0.37,0.0532219447195529,0.0857905037701129,0.1150313392281532,0.1554160490632057,0.2594291001558303,0.2866145372390747,0.1214105561375618,0.0496515668928623,1.0,0.0,0.25,0.8822133228923922,0.0483870967741935,0.5942565490880964,0.6587395071983337,0.0,0.25,0.0,0.0,0.6636426350219609,5.70882308275255
70,Mpala03-71,71,0.7604128090005123,0.6583719926739817,0.7653061224489796,0.6632653061224489,71.0,71.0,17/01/2022,90.0,53.0,44.0,44.0,33.0,43.5,312.55,276.9,Airstrip,IN,AM,big,32.334,280.216,244.566,35.65,53.0,0.53,0.0548795796930789,0.0742653906345367,0.1283110380172729,0.2334132194519043,0.4404404664039611,0.5354457497596741,0.1738495677709579,0.1148321256041526,1.0,0.0,0.25,0.4669007086380055,0.0806451612903225,1.1425545903223542,0.8613017201423645,0.0,0.25,0.0,0.0,0.6301138205125532,5.499485211138351
71,Mpala03-72,72,0.2602739726027397,0.0,0.2602739726027397,0.0,72.0,72.0,17/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Airstrip,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.650176749891324,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,0.0
72,Mpala03-73,73,0.46341463414634154,0.2682926829268293,0.6646341463414634,0.4695121951219512,73.0,73.0,17/01/2022,70.0,45.0,33.0,30.0,23.0,32.75,175.55,156.56,Airstrip,IN,AM,big,32.334,143.216,124.226,18.99,45.0,0.45,0.0524978078901767,0.0786874890327453,0.651654839515686,0.9861717820167542,1.2538701725006105,1.304433822631836,0.5306459665298462,0.4567394256591797,2.0,0.95,1.0,0.7746672037385413,0.0967741935483871,1.3452725073785388,0.958700954914093,0.475,0.525,0.475,1.1052631578947367,0.3807752690056533,4.822102487365423
73,Mpala03-74,74,0.3333333333333333,0.1568627450980392,0.3333333333333333,0.1568627450980392,74.0,74.0,17/01/2022,30.0,8.0,3.0,33.0,0.0,11.0,82.56,67.96,Airstrip,OUT,,small,16.0905,66.4695,51.8695,14.6,33.0,0.33,0.0510173998773098,0.057726944796741,0.0688150823116302,0.078618673607707,0.0831331081688404,0.083456739783287,0.0681715533137321,0.0114874485880136,1.0,0.0,0.05,0.5991127874134012,0.032258064516129,0.4344307835427204,1.0,0.0,0.05,0.0,0.0,0.2609233242795013,3.948730948833525
74,Mpala03-75,75,0.5934065934065934,0.3736263736263736,0.5934065934065934,0.3736263736263736,75.0,75.0,17/01/2022,100.0,48.0,41.0,44.0,44.0,44.25,313.87,218.69,Airstrip,OUT,,big,32.334,281.536,186.356,95.18,48.0,0.48,0.0521903373301029,0.0634993519634008,0.088179312646389,0.1332565508782863,0.2131056874990462,0.2294465452432632,0.1020949333906173,0.0467059724032878,1.0,0.0,0.05,0.2238745597676286,0.032258064516129,0.6608575273573023,0.9026697874069214,0.0,0.05,0.0,0.0,0.3824418743120815,5.227658822884805
75,Mpala03-76,76,0.6,0.5,0.7333333333333333,0.6333333333333333,76.0,76.0,17/01/2022,100.0,31.0,30.0,30.0,45.0,34.0,230.9,216.54,Airstrip,IN,AM,big,32.334,198.566,184.206,14.36,45.0,0.45,0.0507248602807521,0.078267877921462,0.1025000065565109,0.2164620235562324,1.31843056678772,1.3530999422073364,0.3253316581249237,0.4297986030578613,2.0,1.0,1.25,0.9238046363085732,0.0967741935483871,1.2410611022887474,0.94056636095047,0.4,0.75,0.5,1.5,0.5867227386222588,5.216054696580611
76,Mpala03-78,78,0.28174264331540716,0.06507597664874047,0.3,0.0833333333333333,78.0,78.0,17/01/2022,30.0,9.0,30.0,30.0,25.0,23.5,88.03,80.53,Airstrip,OUT,,big,32.334,55.696,48.196,7.5,30.0,0.3,0.0578572303056716,0.0748162046074867,0.0815806090831756,0.1127607598900795,0.1225583225488662,0.1234102845191955,0.0900850147008895,0.0243674162775278,1.0,0.0,0.05,0.4051526191257008,0.0483870967741935,0.3701390942780787,1.0,0.0,0.05,0.0,0.0,0.2061823439569772,3.87527603006103
77,Mpala03-77,77,0.1607142857142857,0.0,0.1607142857142857,0.0,77.0,77.0,17/01/2022,15.0,15.0,8.0,2.0,2.0,6.75,27.45,25.66,Airstrip,OUT,,small,16.0905,11.3595,9.5695,1.79,15.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.4838412349235055,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.2585809574959907
78,Mpala03-79,79,0.6216216216216216,0.3243243243243243,0.6216216216216216,0.3243243243243243,79.0,79.0,17/01/2022,100.0,69.0,77.0,60.0,55.0,65.25,282.35,256.46,Airstrip,OUT,,big,32.334,250.016,224.126,25.89,77.0,0.77,0.0562764815986156,0.0814610887318849,0.1040583848953247,0.148416269570589,0.1967507961392402,0.2112623453140258,0.1147541478276252,0.0423058941960334,1.0,0.0,0.05,0.2394134327402439,0.032258064516129,0.6300861445587914,0.8586076498031616,0.0,0.05,0.0,0.0,0.353993238211186,5.412208393711215
79,Mpala03-80,80,0.1219512195121951,0.0,0.1219512195121951,0.0,80.0,80.0,17/01/2022,15.0,5.0,0.0,3.0,17.0,6.25,55.05,52.77,Airstrip,OUT,,big,32.334,22.716,20.436,2.28,17.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.202562331296287,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,3.017298051468552
80,Mpala03-81,81,0.4047619047619047,0.1666666666666666,0.4047619047619047,0.1666666666666666,81.0,81.0,17/01/2022,35.0,20.0,6.0,30.0,3.0,14.75,56.03,51.12,Airstrip,OUT,,small,16.0905,39.9395,35.0295,4.91,30.0,0.3,0.057086743414402,0.0604849904775619,0.0648587644100189,0.0663489922881126,0.0763927540183067,0.0776855573058128,0.0647570043802261,0.0063384482637047,1.0,0.0,0.05,0.643620278131914,0.032258064516129,0.4505612088663046,1.0,0.0,0.05,0.0,0.0,0.2662257905595303,3.556190563627654
81,Mpala03-82,82,0.0666666666666666,0.0,0.0666666666666666,0.0,82.0,82.0,17/01/2022,35.0,6.0,6.0,18.0,14.0,11.0,37.42,35.73,Airstrip,OUT,,small,16.0905,21.3295,19.6395,1.69,18.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.941238185377403,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.9775428443537804
82,Mpala03-83,83,0.678234006384872,0.5701258982767639,0.7027027027027027,0.5945945945945946,83.0,83.0,17/01/2022,95.0,49.0,55.0,39.0,47.0,47.5,298.86,269.54,Airstrip,IN,AM,big,32.334,266.526,237.206,29.32,55.0,0.55,0.0851173922419548,0.2495337054133415,0.5520930290222168,0.6749077439308167,0.8152517104148864,0.8346172571182251,0.4656822383403778,0.2481701970100402,1.0,0.0,0.05,0.0599076996953555,0.0967741935483871,1.5578972720282067,0.827071487903595,0.0,0.05,0.0,0.0,0.8868322795300327,5.468928961913267
83,Mpala03-84,84,0.6334911050533876,0.519854741417024,0.6363636363636364,0.5227272727272727,84.0,84.0,17/01/2022,100.0,40.0,34.0,53.0,69.0,49.0,333.28,307.21,Airstrip,OUT,,big,32.334,300.946,274.876,26.07,69.0,0.69,0.0726189166307449,0.1009162068367004,0.1387398391962051,0.1746620088815689,0.2608499813079833,0.2621680498123169,0.142129510641098,0.0528635121881961,1.0,0.0,0.25,0.9535868317248122,0.0483870967741935,0.8465478897022689,0.7137519717216492,0.0,0.25,0.0,0.0,0.484201077793632,5.6163200868855885
84,Mpala03-85,85,0.8458330224703409,0.7791663558036742,0.8466666666666667,0.78,85.0,85.0,17/01/2022,100.0,33.0,36.0,39.0,45.0,38.25,412.1,372.35,Airstrip,IN,AM,big,32.334,379.766,340.016,39.75,45.0,0.45,0.055524569004774,0.1497833877801895,0.4480000138282776,0.7083097100257874,0.9942799997329712,1.0160000324249268,0.4515299797058105,0.3026001155376434,1.0,0.0,0.25,0.246504557965997,0.0967741935483871,1.597076229820042,0.6781495809555054,0.0,0.25,0.0,0.0,1.2187383426377822,5.828992675326505
85,Mpala03-86,86,0.2244897959183673,0.0,0.2244897959183673,0.0,86.0,86.0,17/01/2022,15.0,13.0,0.0,11.0,9.0,8.25,31.03,29.3,Airstrip,OUT,,small,16.0905,14.9395,13.2095,1.73,13.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.6175730558047443,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.5809362677043497
86,Mpala03-87,87,0.36363636363636365,0.18181818181818177,0.5113636363636364,0.3295454545454545,87.0,87.0,17/01/2022,100.0,17.0,27.0,27.0,23.0,23.5,208.49,199.92,Airstrip,IN,AM,big,32.334,176.156,167.586,8.57,27.0,0.27,0.0508396588265895,0.0684565547853708,0.1058242246508598,0.8680826425552368,1.923643147945404,1.940592885017395,0.5179222822189331,0.5711715221405029,2.0,1.95,2.0,1.0308272391457347,0.1129032258064516,1.3898380949233595,0.97262841463089,0.4875,1.025,0.975,1.051282051282051,0.4101988551149307,5.1214966523394025
87,Mpala03-88,88,0.2461538461538461,0.0,0.2461538461538461,0.0,88.0,88.0,17/01/2022,5.0,0.0,0.0,0.0,0.0,0.0,18.06,17.29,Airstrip,OUT,,small,16.0905,1.9695,1.1995,0.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.691864593028089,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,0.18190480329761222
88,Mpala03-89,89,0.4474517073226357,0.36311435792504526,0.6204819277108434,0.536144578313253,89.0,89.0,17/01/2022,100.0,46.0,42.0,26.0,47.0,40.25,255.83,233.39,Airstrip,IN,AM,big,32.334,223.496,201.056,22.44,47.0,0.47,0.0500360094010829,0.1167434733361005,0.2629238963127136,1.072942078113556,1.267996768951416,1.3465756177902222,0.5645707845687866,0.4825309813022613,2.0,1.0,1.25,0.9383354596015898,0.1129032258064516,1.555836360827305,0.9094029068946838,0.4,0.75,0.5,1.5,0.5346229269446889,5.3035834762205365
89,Mpala03-90,90,0.2727272727272727,0.0,0.2727272727272727,0.0,90.0,90.0,17/01/2022,20.0,2.0,1.0,15.0,0.0,4.5,30.81,28.62,Airstrip,OUT,,small,16.0905,14.7195,12.5295,2.19,15.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,1.7901802774866415,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,2.528085863881934
90,Mpala05-91,91,0.398319479107999,0.011222704914450607,0.4032258064516129,0.0161290322580645,91.0,91.0,19/01/2022,70.0,8.0,6.0,34.0,27.0,18.75,93.99,86.96,North,OUT,,small,16.0905,77.8995,70.8695,7.03,34.0,0.34,0.0541415065526962,0.0560004711151123,0.0578594356775283,0.0597184002399444,0.0614286476373672,0.0615773648023605,0.0578594356775283,0.0037179291248321,1.0,0.0,0.05,0.8727625151433993,0.032258064516129,0.0825649380358659,1.0,0.0,0.05,0.0,0.0,0.1891615409391877,4.260840157625837
91,Mpala05-92,92,0.1696428571428571,0.0,0.1696428571428571,0.0,92.0,92.0,19/01/2022,25.0,0.0,8.0,0.0,0.0,2.0,28.38,25.19,North,OUT,,small,16.0905,12.2895,9.0995,3.19,8.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.185242727475415,0.032258064516129,0.0895780266675439,1.0,0.0,0.05,0.0,0.0,0.1721589886710147,2.2082194669583246
92,Mpala05-95,95,0.3783783783783784,0.0,0.3783783783783784,0.0,95.0,95.0,19/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.264712565427983,0.0161290322580645,-0.0,1.0,0.0,0.05,0.0,0.0,0.1832085589008133,0.0
93,Mpala05-93,93,0.2727272727272727,0.0,0.2727272727272727,0.0,93.0,93.0,19/01/2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,North,OUT,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05,2.9511902870052884,0.032258064516129,0.0445379124397734,1.0,0.0,0.05,0.0,0.0,0.1784981504471355,0.0
